Content,Target
Me n him so funny...,0
"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM",0
Orh i tot u say she now still dun believe.,0
Sorry me going home first... Daddy come fetch �_ later...,0
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0
#RT #ipad #iphone VIDEO: California shaken by earthquake http://t.co/3ajpHAarpy #app http://t.co/jRVYofNltS,0
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0
Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people… http://t.co/E71jdNCAOJ,1
USA » NEWS » HOT NEWS 883 Earthquake Northern California Struck by 6.0 Magnitude Earthquake Earthquake USA news24lh… http://t.co/dM0PKaXhWJ,0
Rofl. Its true to its name,0
UPDATE: 6.0-magnitude earthquake hits California Bay Area http://t.co/Btm2D8rndz,0
"Landslides, floods kill 109, displace thousands in Nepal, India http://t.co/sHkKJN3Iu2",1
#India: #Odisha floods: 294 villages still marooned - http://t.co/FQ9qe3DtMp,1
RT @RepGaramendi: Everyone stay safe. Aftershocks expected. #napa #Californiaearthquake #earthquake http://t.co/qSAYjex4X3,1
Are you wet right now?,0
No:-)i got rumour that you going to buy apartment in chennai:-),0
R u still working now?,0
Super da:)good replacement for murali,0
Its good to hear from you,0
Are u coming to the funeral home,0
RT @HistoryInPics: Scary Images From The 1989 Earthquake in California http://t.co/A1VztNnOXp,-1
Gettin rdy to ship comp,0
Same area as Monday's floods RT @NWSVegas: Flash Flood Warning til 6pm for US95 from Indian Springs to Lee Canyon Rd. http://t.co/8WQcbWUUd0,1
"Sorry, I'll call later",0
No did you check? I got his detailed message now,0
URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,-1
You will be in the place of that man,0
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
"State flood toll rises to 45, over 30 lakh affected - Times of India: The HinduState flood toll rises to 45, o... http://t.co/9Gf8LgwhNw",1
NAPA EARTHQUAKE UPDATE: 208 People Injured; 33 Napa Buildings Uninhabitable - Watch KRON 4 Now  (Sent from KRON 4) http://t.co/S7MLC5Gakx,1
"see you then, we're all christmassy here!",0
R u meeting da ge at nite tmr?,0
What year. And how many miles.,0
"Miss ya, need ya, want ya, love ya.",0
RT @BerkeleySeismo: What is Earthquake Early Warning all about and how could it have helped in the #NapaQuake? http://t.co/Peib0bETxE,1
Should I have picked up a receipt or something earlier,0
"Yeah sure, give me a couple minutes to track down my wallet",0
Nope... Juz off from work...,0
How come she can get it? Should b quite diff to guess rite...,0
Near kalainar tv office.thenampet,0
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0
"No, but you told me you were going, before you got drunk!",0
Monsoon floods in Nepal and India cause 180 deaths: The death toll from three days of flooding and torrential... http://t.co/meVi3mfxyL,1
I anything lor...,0
RT @no2persecution: California earthquake captured on family's camera - video http://t.co/4cr1S0hUuX,-1
#korea #usa #world Northern California earthquake strongest in 25 years:         http://t.co/2he7pqNzAp,0
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0
"(No promises on when though, haven't even gotten dinner yet)",0
The San Francisco Earthquake In Wine Country Injured Dozens Of People http://t.co/CYpODE6fsR #USGS,1
How much i gave to you. Morning.,0
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,-1
@PrinceZiyu /lifts you up/ aww~ my tired baby 💝,-1
Good morning princess! How are you?,0
VIDEO: California shaken by earthquake http://t.co/uGvHTwFrRh #earthquake #california,0
"RT @spillthwinegirl: ""Winemakers mop up after Napa earthquake"" http://t.co/1ojOLLXL3G #Napa #wine #napaquake",-1
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
K:)k..its good:)when are you going?,0
Lol no ouch but wish i'd stayed out a bit longer,0
U�۪ve Bin Awarded �50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min �50-�500. OptOut 08718727870,-1
"Six Years after, No Shelter Homes for Flood-prone - The New Indian Express http://t.co/4esodVy8HM via @NewIndianXpress",0
Nepal and India floods leave many dead http://t.co/g1K6NGEj8H http://t.co/8F2zjKI63f #india #asia,1
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
ALSO TELL HIM I SAID HAPPY BIRTHDAY,0
As a Registered Subscriber yr draw 4 a �100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,-1
"Floods and landslides in Nepal and northern India have killed nearly 200 people and scores more are missing, local authorities said Monda...",1
Uncle Abbey! Happy New Year. Abiola,0
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT��S AL!!!!!!!!!,0
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0
#flood #disaster Odisha floods: 294 villages still marooned - Oneindia: OneindiaOdisha floods: 294 villages st... http://t.co/FhJVLxRWuQ,1
Oh that was a forwarded message. I thought you send that to me,0
RT @preteenager: after the napa earthquake.... i fucking love cali dude http://t.co/5iPDrxVwWF,-1
Yes i have. So that's why u texted. Pshew...missing you so much,0
RT @BBSRBuzz: Water from #BayofBengal pushing #Chilika lake near the shore #OdishaFloods #Odisha #india #rain http://t.co/3q9W9kuISu,-1
Fuck cedar key and fuck her (come over anyway tho),0
What time. I���m out until prob 3 or so,0
That's necessarily respectful,0
So i could kiss and feel you next to me...,0
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...,1
I'm going 2 orchard now laready me reaching soon. U reaching?,0
"""@TOIIndiaNews: At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar http://t.co/pypP8V8H7L""",1
"#Earthquake of M 3.1 - 7km NW of The Geysers, California http://t.co/CquXp8CZqN",0
Why nothing. Ok anyway give me treat,0
Even the journalists saying they got tear gassed. What’s up with that? Just trying to keep everyone safe? #Ferguson,-1
What * u wearing?,0
"wiskey Brandy Rum Gin Beer Vodka Scotch S0pain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0
No message..no responce..what happend?,0
RT @janinebucks: California USA Pasadena http://t.co/g5irkIhuox #earthquake BREAKING NEWS 646 earthquake State of Emergency Declared After …,0
Shah exhorts BJP leaders to contribute in flood relief work http://t.co/zBlOpsd0bv.. #india,0
U in town alone?,0
Get an up-close look at the damage caused by the #earthquake in #California through the eyes of a drone: http://t.co/D1zye0xGRD,1
Haha... They cant what... At the most tmr forfeit... haha so how?,0
"RT @CAREIndia: Flood situation in UP aggravated, inundating more than 500 villages in 7 dist affecting 4 lakh people. http://t.co/LrJS937mgM",1
"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged ... http://t.co/NYdcQUCDS1 http://t.co/IbVYiiIqoa",1
Oh:)as usual vijay film or its different?,0
"RT @tim: The Napa earthquake woke up 93% of locals and more than half of San Francisco, according to data from Jawbone  https://t.co/hxgkso…",0
Zardari asks Qadri to end deadlock in Pak: Asif Ali ZardariPolitical heavyweights sped up eff... http://t.co/Y6P0Fb9c2D #pakistan #india,-1
Where r e meeting tmr?,0
They just talking thats it de. They wont any other.,0
Cause I'm not freaky lol,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,-1
"#flood #disaster Monsoon Floods Hit North India, 200 Villages under Water - Scientific American: Times of Indi... http://t.co/tNub4SJLlX",1
This message is brought to you by GMW Ltd. and is not connected to the,-1
RT @mattdpearce: Drone footage of the earthquake damage in Napa: http://t.co/yRZzNkHwzX http://t.co/DpOIOwCf4O,0
Now? I'm going out 4 dinner soon..,0
#RafiSwagger Full Episode:  GMA 8/24: Northern California Hit By 6.0 Magnitude Earthquake: Famous... http://t.co/VyHaFbSIPe #RafiSwagger,0
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0
"“@timesofindia: 12 die in Bihar flood, 4 lakh hit http://t.co/vzZaiaqEkG” Q. What have we done since last flood to prevent such devastation?",1
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0
"(#LosDelSonido) 180 Dead as Floods Wash Away Homes in Nepal, India: Monsoon floods in Nepal and India cause 180 deaths,...  (#IvanBerroa)",1
"RT @SocialInSanFran: Bridges, overpasses get OK after Northern California quake: The Bay Area's major bridges rode out the 6.0 eart... http…",0
Nepal &amp; India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/yt94RuTLzE,1
"RT @akannampilly: #UPDATED @AFP story - floods in #Nepal and #India leave nearly 200 dead, scores missing http://t.co/g4PfyIJZmn via @Yahoo…",1
RT @EuBetaLab1: Northern California earthquake is the strongest in 25 years - CNN http://t.co/BDsi3ZoRUB,0
"[WW] 2014-08-29 04:30:57 UTC | at 6km NW of The Geysers, #California → 38.815°N 122.815°W | 0.4 SR, depth 3.50km         ...  #Earthquake",0
California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured ...,1
Oh dang! I didn't mean o send that to you! Lol!,0
happened here while you were adventuring,0
Sat right? Okay thanks...,0
"K so am I, how much for an 8th? Fifty?",0
"RT @IndiaToday: Flood fury in north India, thousands affected  http://t.co/tpQJsuRHEi http://t.co/nC1o2dJr9O",0
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0
"Nah, Wednesday. When should I bring the mini cheetos bag over?",0
Earthquake California (#Napa) just updated  http://t.co/QNtPLbfWJm THX also to @siewlee1804,0
I am great princess! What are you thinking about me? :),0
\Keep ur problems in ur heart,0
Yup bathe liao...,0
Remember to ask alex about his pizza,0
Northern California Quake: No Way to Know When Next ... https://t.co/OyQwVw9LVL via @thecasinogames #USAHeadlines http://t.co/ZMQSeiISUs,0
Napa earthquake hastens calls for early-warning system as wine capital works to recover. #earthquake #News [http://t.co/JhpBhJH7Be],0
Mexico News India's spectacular series defeat against England set off a flood of angry criticism Mond... http://t.co/nRioiF6J2Z Mex Info,0
"@RanaAyyub @IndianExpress a flood of fictions, hope its not done with tax-payers amounts somehow",-1
Was actually about to send you a reminder today. Have a wonderful weekend,0
"RT @SFGate: RT @EvanSernoffsky: Boy, injured from falling chimney in #napaquake, upgraded to serious condition at UC Davis. http://t.co/wtv…",1
Rescuers in Indian landslide say hopes for survivors 'bleak' - http://t.co/yE5EzJXfYY,1
"California earthquake reminds vintners, merchants of fragility of Napa’s success: NAPA, Calif. — Twenty years ... http://t.co/aZopisk5FP",0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0
And whenever you and i see we can still hook up too.,0
Strong California quake shakes famed wine country http://t.co/fqkLb4Anw5 #statenisland,0
"It'll be tough, but I'll do what I have to",0
I really would like it if you shut up for the rest of your life,-1
"RT @Esri: RT @CitySourced: Battered Napa Takes Stock of Quake Damage, as Power Returns http://t.co/6dFdjiD7T5 #Esri #GIS",1
I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,0
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0
Dai i downloaded but there is only exe file which i can only run that exe after installing.,0
"@taylorswift13 @edsheeran your song ""SHAKE IT OFF"" rocks so much it caused a 6.1 #earthquake here in Nor.California Shaken off aftershocks",-1
Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf,1
@PMOIndia Last yr after d heavy floods I predicted t8 if d desiltation wk is n8 done immed then next yr even small rain wil bring doom in UP,1
"Omw back to tampa from west palm, you hear what happened?",0
"Not really dude, have no friends i'm afraid :(",0
Pls go there today  &lt;#&gt; . I dont want any excuses,0
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0
I'm done. C �_ there.,0
I really don't understand anyone who's making fun of the earthquake in napa... It was really severe and damaged people's homes and lives..,0
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Nepalese villagers carry thei... http://t.co/ewdKb8S6iq,0
Is there any training tomorrow?,0
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0
You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,-1
"Scores Killed in Flooding in Nepal and India: KATMANDU, Nepal   The death toll from days of heavy rainfall and... http://t.co/I3zT6jKhgH",1
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,-1
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",-1
"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16",-1
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0
Tell me something. Thats okay.,0
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http://t.co/nNWKxVUvoP via @techcrunch,0
Lol. Well quality aint bad at all so i aint complaining,0
Wif my family booking tour package.,0
RT @FansOaklandRaid: Raiders Assist in Napa Earthquake Recovery Efforts http://t.co/IIzYxhbdtA,0
"Deadly monsoon hits India, Nepal http://t.co/clGltPGJaa - @CNN",0
"Haha yeah I see that now, be there in a sec",0
Ok can...,0
Our thoughts with those caught up in the floods in Nepal and India.,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0
@hannahrich24 @CroutchJaylan same 😂😂😂😭 and also when he didn't show up to the fight .,-1
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,-1
Happy new years melody!,0
I dont want to hear anything,0
"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",0
[BW] Small Winemakers Assess Napa Quake Damage http://t.co/gqv275VjXu,1
"180 dead as floods wash away homes in Nepal, India http://t.co/TAQ935cEVh #apple",1
I am on the way to ur home,0
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0
California nuclear plant gets thumbs down from expert over quake fears http://t.co/oYGivGjOv5,0
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0
"Current satellite pic.  Monsoon Withdrew, India virtually cloudless, its the dams that is causing flooding now http://t.co/hsDFYeJph7",0
Yes:)here tv is always available in work place..,0
"180 dead in Nepal and India floods, thousands displaced http://t.co/XRiuZ2l0d3 http://t.co/8F2zjKI63f #india #asia",1
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0
Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/TwPOsbaYqo #Follow #FOLLOWBACK,1
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0
You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,-1
There is no sense in my foot and penis.,0
What happen to her tell the truth,0
"Ya ok, then had dinner?",0
Sac will score big hundred.he is set batsman:-),0
"Sorry, I'll call later",0
So wats ur opinion abt him and how abt is character?,0
Dont gimme that lip caveboy,0
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0
Do you like Italian food?,0
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
Okay but i thought you were the expert,0
Huh so late... Fr dinner?,0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
#Nepal | Disease Outbreak Feared In Flood-Affected Areas Of Nepal And India As Death Toll Rises http://t.co/GGT3IQlYBy,0
"Yo, you at jp and hungry like a mofo?",0
The Latest on Damaging Earthquake in California - ABC News http://t.co/NDpJ38eEBR,0
"RT @rory_souter: Indian government spends 50 million and gets a satellite to mars, moray council spends 86 million on ""flood defences"" whic…",0
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0
"Well, i'm gonna finish my bath now. Have a good...fine night.",0
"Latest : Odisha: Over 3 lakh affected due to floods, government deploys medical teams - IBNLive: I... http://t.co/qZvLH70KOz #IndianNews",1
South Napa Earthquake Cracks Open New Fears of ‘The Big One’ http://t.co/q41wsRF3X0 #Truth #InfoWars,0
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0
Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/1O5clZU8Xu #mashable #blog,0
Smith waste da.i wanna gayle.,0
RT @social_Gunjan: Let Team India be alone and worry about the flood situation in North East and Uttrakhand.,0
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",-1
So what do you guys do.,0
USGS: 6.0 magnitude earthquake shakes Northern California http://t.co/Y6AJ6pXZ6d,0
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0
RT @RIPVersace: Damn I needa get up in 3 hours and I kant knoxk out :|,-1
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,0
"Sorry, was in the bathroom, sup",0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,-1
Ok going to sleep. Hope i can meet her.,0
#India news - Odisha Villagers Keeping Damaged Houses Intact for Getting Government Help http://t.co/QJS03zGp6O,1
"[Bay Area Biz Talk] Napa earthquake: Wineries open, catastrophe experts descend on quake zone http://t.co/o8ibv1aOTJ",1
Many pets still missing after #Napa earthquake http://t.co/IiiM7OVJTR,1
Er yep sure. Props?,0
[BOT] Scores Killed in Flooding in Nepal and India http://t.co/xIF31flAkm,1
"You want be popular on twitter?? Buy Twitter Followerzz now, Only $59/20000 ++ Followers!!, Hurry up : http://t.co/Tzo01vg8YC",-1
California begins quake clear-up  Workers assess damage and begin to clear up after a 6.0 magnitude quake hits... http://t.co/N19a0VnJOt,1
RT @KHOU: 6.0 magnitude #earthquake caused extensive damage in historic downtown #Napa http://t.co/A2I8OoNja8 #khou http://t.co/oON7KQd3r3,1
I hope the people of California are good &amp; no one got hurt or dead from the big quake.,0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",-1
"#Odisha #Flood Pours Misery on #Fishermen, #Labourers - The New Indian Express http://t.co/gOPgAS0a4j via @NewIndianXpress",0
K..k..i'm also fine:)when will you complete the course?,0
RT @nehlerssd: VIDEO: PG&amp;E Employees Descend on Napa to Aid Customers Impacted by Earthquake http://t.co/zXid15O61j via @PGE4ME #custserv #…,0
Shall i get my pouch?,0
Home so we can always chat,0
This Is What Northern California Looks Like After Earthquake - ABC News http://t.co/1xHiww3SbU via @ABC,0
RT @wsbtv: Incredible new pictures of damage from the 6.0 quake near Napa:  http://t.co/42nrUn39ku http://t.co/iwistFOt0E,0
How did the Napa earthquake affect sleep? http://t.co/t7Tqc5kImE,0
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
"Hundreds dead as monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and eastern... http://t.co/IN0oSUT2VK",1
I am not sure about night menu. . . I know only about noon menu,0
�� no home work to do meh...,0
"Hurry up, I've been weed-deficient for like three days",0
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0
what number do u live at? Is it 11?,0
You call times job today ok umma and ask them to speed up,0
Same to u...,0
RT @SaraiSociety: stay waking my baby up like to this  👅💦😩🙌 http://t.co/u4eUyLu5Np,-1
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",0
Flood toll rises to 48 in UP; showers decline in north - Press Trust of India http://t.co/gbPf85W4Yk,1
Hi good mornin.. Thanku wish u d same..,0
Hurry home. Soup is DONE!,0
"Didn't try, g and I decided not to head out",0
Eto'o to Everton Earthquake Strikes Northern California - ABC News  http://t.co/SIrc1uZPY7,0
Then get some cash together and I'll text jason,0
Three million marooned in Odisha flood in India. http://t.co/jBZPW8Odv1 #worldnews,1
"Mostly sports type..lyk footbl,crckt..",0
All my thoughts and wishes go out to all my friends and family in Napa after the devastating earthquake. #napaearthquake #missmyson,0
Is that seriously how you spell his name?,0
"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",1
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",0
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, �1.50 to rcv",-1
ARE YOU IN TOWN? THIS IS V. IMPORTANT,0
K still are you loving me.,0
Mmmm.... I cant wait to lick it!,0
"RT @9NewsSyd: 20,000 homes were left without power following the magnitude 6 earthquake that hit California. #9NewAt6",1
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0
"You've won tkts to the EURO2004 CUP FINAL or �800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",-1
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,-1
A Flood Statement has been issued for portions of the WATE 6 area. Details: http://t.co/M9husNfeZq,0
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0
RT @mariahwehbe: I hate @TiffanyLSabroso for waking me up... What a little bitch,-1
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0
#RafiSwagger Renewed Calls for Early-Warning System After Quake: California quake leads to renewe... http://t.co/gWyZDn4ZiW #RafiSwagger,1
K I'll be sure to get up before noon and see what's what,0
Are you up for the challenge? I know i am :),0
Also hi wesley how've you been,0
Tell me whos this pls:-),0
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0
You have 1 new message. Please call 08712400200.,-1
"Northern California Picks Up Pieces Following Strongest Quake in 25 Years: NAPA, California – In the heart of... http://t.co/8hk6OEa96l",0
"#idol Hundreds dead as monsoon hits India, Nepal:        http://t.co/SKOsdLnCrB",1
Hows the c0p just leaving glasgow!,0
"Catholic Charities helps with relief after Calif. quake – Napa Valley, Calif., Aug 26, 2014 / 04:07 am (CNA/EWT... http://t.co/uc03qEWToM",0
New: Nepal and India begin relief efforts as monsoon floods claim at least 180 lives http://t.co/VPR9qulH62 #follow world_latest,1
"[CNN] Monsoon: Dozens of people have been killed in flooding in northern and eastern India, while the death to... http://t.co/x6cqquK7pW",1
Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,-1
Lol no. Just trying to make your day a little more interesting,0
Yo come over carlos will be here soon,0
Where r we meeting?,0
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls �1/minMobsmoreLKPOBOX177HP51FL,-1
"Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India",1
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0
"180 dead as floods wash away homes in Nepal, India http://t.co/V8zifa8ckN",1
"Captain, N. California Cleaning Up After Strongest Quake in 25 Years http://t.co/R3kLmAkIdw",0
O. Guess they both got screwd,0
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,-1
RT @GrillTeam: Earthquake in California - Photos: http://t.co/0kaTqSKHZZ http://t.co/lgwgqrirz6,0
@Enviox I sleep for like 8 hours through the day and end up missing scrims lmao,-1
WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,-1
I am late. I will be there at,0
Yes. I come to nyc for audiitions and am trying to relocate.,0
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0
Oops my phone died and I didn't even know. Yeah I like it better.,0
→ http://t.co/dCHQ4ROIoB → California earthquake: wine country clears up damage around Napa → Authorities in California s wine country nort…,1
Many dead in Nepal and India floods: At least 160 people are reported to have been killed in... http://t.co/vqT2V1Hr11  @verified @monsif35,1
How abt making some of the pics bigger?,0
"What i mean was i left too early to check, cos i'm working a 9-6.",0
RT @indianvanity_: “@gimmedatjollof: “@NudeGameHeavy: Nigga got raped by ice water https://t.co/NQlqggAzZP”LOOOOOL😂😂😂” I'm dead I just give…,-1
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives #NewsAd link http://t.co/WPA4Tx9qSM,1
RT @NapaWineGuy: #NapaWineGuy Notes on the Napa earthquake http://t.co/3xt1vfK0iF #Napa,-1
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0
Understand. his loss is my gain :) so do you work? School?,0
Thats cool princess! I will cover your face in hot sticky cum :),0
"When you get free, call me",0
"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa « CBS San Fran http://t.co/yCJtW6z3FJ",1
tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,-1
Northern California earthquake is the strongest in 25 years - CNN: CNNNorthern California earthquake is the st... http://t.co/g9Qr18V7ZV,0
"It���s reassuring, in this crazy world.",0
Do you hide anythiing or keeping distance from me,0
"Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB",1
I dont know why she.s not getting your messages,0
